name,type,source,producers,genre,studio,episodes,airing,duration,rating,score,scored_by,rank,popularity,members,favorites
Senjou no Valkyria Special,Special,Unknown,[],['Comedy'],['A-1 Pictures'],1.0,False,3 min,PG-13 - Teens 13 or older,5.72,127.0,8467.0,9564.0,690.0,0.0
Code:Realize - Sousei no Himegimi - Set a Thief to Catch a Thief,OVA,Visual novel,[],"['Military', 'Historical', 'Romance', 'Fantasy', 'Josei']",['M.S.C'],1.0,False,24 min,PG-13 - Teens 13 or older,6.78,1037.0,4508.0,6729.0,2679.0,2.0
Uchuu no Hou: Reimei-hen,Movie,Original,[],"['Sci-Fi', 'Space']",['HS Pictures Studio'],1.0,False,1 hr 59 min,G - All Ages,4.75,16.0,13485.0,8963.0,938.0,0.0
Uma Musume: Pretty Derby - BNW no Chikai,Special,Game,[],"['Slice of Life', 'Sports']",['P.A. Works'],3.0,False,23 min per ep,PG-13 - Teens 13 or older,6.9,159.0,4041.0,5351.0,4825.0,6.0
Ueno-san wa Bukiyou,TV,Manga,[],"['Comedy', 'Romance', 'Seinen']",['Lesprit'],,True,15 min,None,6.48,4587.0,5893.0,2387.0,28463.0,46.0
ReLIFE: Kanketsu-hen Specials,Special,Web manga,[],['Slice of Life'],['TMS Entertainment'],2.0,False,2 min per ep,PG-13 - Teens 13 or older,6.61,1109.0,5280.0,4849.0,6167.0,8.0
Seikaisuru Kado: Beyond Information,ONA,Original,[],['Sci-Fi'],['Toei Animation'],1.0,False,2 hr,PG-13 - Teens 13 or older,6.17,218.0,7176.0,8150.0,1399.0,2.0
Baa-cha no Kingyo,ONA,Original,[],['Slice of Life'],[],1.0,False,8 min,G - All Ages,6.08,85.0,7470.0,12845.0,161.0,0.0
Ani ni Tsukeru Kusuri wa Nai! 2,TV,Web manga,['Tencent Penguin Pictures'],"['Slice of Life', 'Comedy', 'School']","['Fanworks', 'Imagineer']",24.0,False,3 min per ep,PG - Children,7.63,3754.0,1279.0,3780.0,11214.0,32.0
Nu Sheng Su She Ri Chang,TV,Original,[],"['Slice of Life', 'Comedy']",[],12.0,False,13 min per ep,PG-13 - Teens 13 or older,6.0,8.0,12406.0,15030.0,49.0,0.0
Mu Wang Zhi Wang: Han Tie Dou,ONA,Original,[],"['Action', 'Mystery', 'Historical', 'Romance', 'Martial Arts']",[],21.0,False,Unknown,None,6.71,7.0,12221.0,14354.0,87.0,0.0
Mandamgangho,Movie,Unknown,[],['Comedy'],[],1.0,False,1 hr 13 min,None,6.0,4.0,12016.0,15200.0,37.0,0.0
Sketch,ONA,Original,[],['Music'],[],1.0,False,1 min,G - All Ages,5.38,32.0,13058.0,14753.0,65.0,0.0
I-O Data x Taka no Tsume,ONA,Original,[],"['Comedy', 'Parody', 'Super Power']",[],,True,4 min,G - All Ages,6.17,12.0,11374.0,13506.0,128.0,0.0
Mahou Shoujo Lyrical Nanoha A's Picture Drama,Special,Original,[],"['Comedy', 'Magic', 'Parody']",[],1.0,False,7 min,PG-13 - Teens 13 or older,5.83,77.0,8196.0,10105.0,525.0,0.0
Mahou Shoujo Lyrical Nanoha StrikerS Picture Drama,Special,Original,[],"['Comedy', 'Magic', 'Parody', 'School']",[],1.0,False,7 min,G - All Ages,5.93,67.0,7912.0,10316.0,475.0,0.0
Wan Jie Xian Zong,ONA,Web manga,[],"['Action', 'Adventure', 'Demons', 'Fantasy', 'Historical', 'Martial Arts', 'Romance']",[],40.0,False,7 min per ep,PG-13 - Teens 13 or older,6.95,50.0,3861.0,11135.0,321.0,4.0
Hua Jianghu Zhi Huan Shi Men Sheng,ONA,Original,[],"['Action', 'Drama', 'Fantasy', 'Martial Arts', 'Mystery', 'Romance']",['Beijing Rocen Digital'],40.0,True,22 min per ep,R - 17+ (violence & profanity),8.25,16.0,11346.0,11809.0,233.0,2.0
Lilitales,OVA,Game,[],['Hentai'],[],,True,18 min,Rx - Hentai,6.2,390.0,,8494.0,1194.0,3.0
Naengjang-go Nala Cocomong,TV,Original,[],['Kids'],[],26.0,False,12 min per ep,G - All Ages,4.18,11.0,12241.0,15191.0,37.0,0.0
Hello Cocomong,TV,Original,[],"['Kids', 'Music']",[],13.0,False,9 min per ep,G - All Ages,3.82,11.0,11200.0,15193.0,37.0,0.0
Cocomong 2,TV,Original,[],['Kids'],[],26.0,False,13 min per ep,G - All Ages,3.64,11.0,10727.0,15191.0,37.0,0.0
Hello Cocomong 2,TV,Original,[],"['Kids', 'Music']",[],13.0,False,9 min per ep,G - All Ages,3.64,11.0,11201.0,15194.0,37.0,0.0
Cocomong 3,TV,Original,[],['Kids'],[],26.0,False,11 min per ep,G - All Ages,3.73,11.0,10728.0,15212.0,36.0,0.0
Rocket Dive,Music,Original,[],['Music'],[],1.0,False,2 min,G - All Ages,4.26,43.0,12789.0,14445.0,82.0,0.0
Hentatsu,ONA,Original,[],['Comedy'],[],1.0,False,11 min,G - All Ages,6.16,44.0,11230.0,13632.0,123.0,0.0
Ice Kuritarou (Movie),Movie,Original,[],['Kids'],[],2.0,False,Unknown,G - All Ages,6.0,7.0,11376.0,15105.0,43.0,0.0
Ice Kuritarou,TV,Original,[],['Kids'],[],,True,1 min,G - All Ages,7.17,6.0,11375.0,14768.0,63.0,0.0
Neo-Aspect,Music,Original,[],['Music'],['SANZIGEN'],1.0,False,2 min,G - All Ages,7.6,340.0,1369.0,9287.0,805.0,4.0
Mou Ichido Luminous,Music,Unknown,[],['Music'],['SANZIGEN'],1.0,False,2 min,None,6.47,232.0,5931.0,9572.0,687.0,2.0
3D Kanojo: Real Girl 2nd Season,TV,Manga,[],"['Romance', 'School', 'Shoujo']",['Hoods Entertainment'],12.0,True,20 min per ep,None,7.1,3228.0,3272.0,2286.0,30633.0,119.0
Fukigen na Mononokean Tsuzuki,TV,Web manga,"['VAP', 'Square Enix', 'AT-X', 'Nippon Columbia', 'Age Global Networks', 'Yomiuri TV Enterprise', 'Kanon Sound', 'RAY']","['Comedy', 'Demons', 'Supernatural']",['Pierrot Plus'],13.0,True,23 min per ep,None,7.48,1651.0,1736.0,3266.0,15799.0,53.0
Gakuen Babysitters Special,Special,Manga,[],['Comedy'],"[""Brain's Base""]",1.0,False,Unknown,PG-13 - Teens 13 or older,7.54,334.0,1547.0,5109.0,5610.0,10.0
Caramel Honey,ONA,Manga,['Production I.G'],"['Comedy', 'School', 'Shounen Ai']",[],30.0,False,2 min per ep,PG-13 - Teens 13 or older,6.64,59.0,5149.0,7630.0,1784.0,14.0
Kaze ga Tsuyoku Fuiteiru,TV,Novel,[],"['Comedy', 'Sports', 'Drama']",['Production I.G'],23.0,True,23 min per ep,PG-13 - Teens 13 or older,7.94,11815.0,645.0,1488.0,59411.0,323.0
"Chuunibyou demo Koi ga Shitai! Movie: Take On Me - Weekly Short Movie ""Kotatsu DE Photo Session""",Movie,Unknown,[],['Comedy'],['Kyoto Animation'],3.0,False,5 min per ep,G - All Ages,6.35,574.0,6416.0,6151.0,3390.0,1.0
Kirakira Happy★Hirake! Cocotama,TV,Original,['TV Tokyo'],"['Fantasy', 'Kids', 'Magic', 'Slice of Life']",['OLM'],,True,24 min,PG - Children,5.56,34.0,11729.0,11367.0,285.0,0.0
Youkai Watch Movie 5: Forever Friends,Movie,Game,['Toho'],"['Comedy', 'Demons', 'Kids', 'Supernatural']",['OLM'],1.0,False,Unknown,PG - Children,6.08,12.0,13717.0,10057.0,539.0,1.0
Yakusoku no Nanaya Matsuri,ONA,Original,['XFLAG'],"['Drama', 'Samurai', 'Sci-Fi']",['Yokohama Animation Lab'],1.0,False,1 hr 2 min,PG-13 - Teens 13 or older,6.85,1650.0,4241.0,6241.0,3259.0,3.0
Kunoichi Tsubaki no Mune no Uchi x Karakai Jouzu no Takagi-san,Special,Unknown,[],['Comedy'],[],1.0,False,1 min,PG-13 - Teens 13 or older,6.4,379.0,6200.0,6938.0,2420.0,2.0
Piano no Mori (TV) 2nd Season,TV,Manga,['NHK'],"['Comedy', 'Drama', 'Music', 'School', 'Seinen']",['Gaina'],12.0,True,Unknown,None,7.36,234.0,2279.0,3805.0,11115.0,16.0
Zombieland Saga,TV,Original,"['Avex Pictures', 'Cygames', 'dugout']","['Music', 'Comedy', 'Supernatural']",['MAPPA'],12.0,False,23 min per ep,R - 17+ (violence & profanity),7.77,64780.0,963.0,564.0,165284.0,1165.0
Kamisama Minarai: Himitsu no Cocotama - Minarai Cocotama-dou,TV,Original,"['TV Tokyo', 'Lantis']","['Slice of Life', 'Kids', 'Magic', 'Fantasy']",['OLM'],8.0,False,3 min per ep,PG - Children,5.5,20.0,11575.0,13460.0,130.0,0.0
Mahou Shoujo Tokushusen Asuka,TV,Manga,[],"['Drama', 'Magic', 'Seinen']",['LIDENFILMS'],12.0,True,24 min per ep,R - 17+ (violence & profanity),6.51,3320.0,5717.0,2434.0,27477.0,41.0
Youkoso Japari Park,ONA,Unknown,[],"['Adventure', 'Comedy', 'Fantasy']",[],,True,6 min,PG - Children,5.33,298.0,9287.0,6891.0,2478.0,0.0
Domestic na Kanojo,TV,Manga,"['Mainichi Broadcasting System', 'Kodansha', 'flying DOG', 'DMM pictures', 'Bit Promotion']","['Drama', 'Romance', 'School', 'Shounen']",['Diomedea'],,True,25 min,None,7.61,11676.0,1335.0,1167.0,80155.0,432.0
Nekopara: Koneko no Hi no Yakusoku,ONA,Visual novel,[],"['Comedy', 'Romance']",['Felix Film'],1.0,False,21 min,PG-13 - Teens 13 or older,7.29,4367.0,2521.0,3699.0,11843.0,23.0
Uchuu Senkan Tiramisù II,TV,Web manga,"['Frontier Works', 'Nippon Columbia', 'Studio Mausu', 'Tokyo MX', 'Adores', 'Shinchosha', 'Furyu', 'Exa International', 'NTT Plala', 'JY Animation']","['Comedy', 'Mecha', 'Sci-Fi', 'Slice of Life', 'Space']",['Gonzo'],13.0,False,7 min per ep,PG-13 - Teens 13 or older,6.5,1966.0,5818.0,5139.0,5318.0,3.0
Golden Kamuy 2nd Season,TV,Manga,"['Magic Capsule', 'NBCUniversal Entertainment Japan', 'Tokyo MX', 'Good Smile Company', 'Sammy', 'Shueisha', 'East Japan Marketing & Communications', 'Twin Engine']","['Action', 'Adventure', 'Historical', 'Seinen']",['Geno Studio'],12.0,False,23 min per ep,R - 17+ (violence & profanity),8.17,18907.0,356.0,1873.0,43443.0,149.0
Gurazeni Season 2,TV,Manga,"['Kodansha', 'Ai Addiction', 'SKY PerfecTV!']","['Comedy', 'Sports', 'Drama', 'Seinen']",['Studio Deen'],12.0,False,23 min per ep,PG-13 - Teens 13 or older,6.8,1147.0,4427.0,6967.0,2392.0,2.0
JoJo no Kimyou na Bouken: Ougon no Kaze,TV,Manga,"['Warner Bros. Japan', 'Shueisha']","['Action', 'Adventure', 'Shounen']",['David Production'],39.0,True,23 min per ep,R - 17+ (violence & profanity),8.8,31153.0,28.0,830.0,117535.0,2199.0
Jingai-san no Yome,TV,4-koma manga,['MAGES.'],"['Comedy', 'Romance', 'Fantasy', 'Josei']",['Saetta'],12.0,False,3 min per ep,PG-13 - Teens 13 or older,5.6,6111.0,8753.0,3003.0,18671.0,35.0
Watashi ni Tenshi ga Maiorita!,TV,4-koma manga,[],"['Slice of Life', 'Comedy', 'Shoujo Ai']",['Doga Kobo'],12.0,True,23 min per ep,PG-13 - Teens 13 or older,7.1,4462.0,3313.0,2351.0,29222.0,92.0
Asobi Asobase OVA,OVA,Manga,[],"['Comedy', 'Drama', 'School']",['Lerche'],1.0,False,13 min,PG-13 - Teens 13 or older,7.45,1284.0,1725.0,3828.0,11000.0,7.0
Devils Line: Anytime Anywhere,OVA,Manga,[],"['Action', 'Supernatural', 'Drama', 'Romance', 'Vampire', 'Seinen']",['Platinum Vision'],1.0,False,Unknown,R - 17+ (violence & profanity),6.81,531.0,4322.0,5087.0,5497.0,6.0
Girly Air Force,TV,Light novel,[],"['Action', 'Sci-Fi']",['Satelight'],12.0,True,23 min per ep,None,6.09,2900.0,7443.0,2960.0,19230.0,53.0
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,TV,Manga,"['Aniplex', 'Mainichi Broadcasting System', 'Magic Capsule', 'Shueisha', 'East Japan Marketing & Communications']","['Comedy', 'Psychological', 'Romance', 'School', 'Seinen']",['A-1 Pictures'],12.0,True,25 min per ep,PG-13 - Teens 13 or older,8.1,20287.0,454.0,769.0,127228.0,591.0
Shinya! Tensai Bakabon Specials,Special,Manga,[],"['Slice of Life', 'Comedy']",['Pierrot Plus'],12.0,False,Unknown,G - All Ages,6.67,9.0,12995.0,12758.0,165.0,0.0
Asobi Asobase Specials,Special,Manga,[],['Comedy'],['Lerche'],2.0,False,6 min per ep,None,7.56,4111.0,1509.0,3787.0,11252.0,3.0
Dot Bit Retro: Boku Dake no Kusogee,ONA,Original,[],"['Slice of Life', 'Comedy', 'Fantasy']",['Asura Film'],,True,6 min,G - All Ages,7.5,4.0,10838.0,14783.0,62.0,0.0
Hawaiian Conu,TV,Picture book,[],"['Slice of Life', 'Comedy']",['Magic Bus'],13.0,False,Unknown,None,7.14,7.0,11181.0,13503.0,128.0,1.0
Kaeru Ouji to Imomushi Henry,TV,Other,[],"['Comedy', 'Fantasy', 'Magic']",[],,False,40 sec,G - All Ages,4.56,18.0,11520.0,12889.0,158.0,1.0
Zannen na Ikimono Jiten,TV,Picture book,"['NHK', 'Fanworks']","['Comedy', 'Slice of Life']",['NHK Enterprises'],10.0,False,5 min per ep,PG - Children,5.24,17.0,13771.0,13500.0,130.0,0.0
Yuukai Anna,Movie,Original,[],"['Action', 'Adventure', 'Romance', 'Seinen']",['Studio Deen'],1.0,False,30 min,R - 17+ (violence & profanity),6.07,14.0,13759.0,11363.0,287.0,0.0
Chokkan × Algorhythm♪ 2nd Season,ONA,Original,"['Just Production', 'DMM.futureworks', 'S-TAR7', 'Dokidoki Factory']","['Comedy', 'Music']",['W-Toon Studio'],,True,30 min,G - All Ages,5.38,8.0,10698.0,11924.0,221.0,0.0
"15-sai, Kyou kara Dousei Hajimemasu.",ONA,Other,[],"['Drama', 'Romance', 'Shoujo']",[],,True,1 min,PG-13 - Teens 13 or older,6.29,14.0,10339.0,10577.0,419.0,3.0
Beatless Final Stage,TV,Novel,[],"['Action', 'Sci-Fi', 'Drama', 'Romance']",['Diomedea'],4.0,False,24 min per ep,PG-13 - Teens 13 or older,6.85,5556.0,4199.0,3384.0,14695.0,33.0
Monster Strike the Movie: Sora no Kanata,Movie,Game,"['XFLAG', 'Warner Bros. Pictures']","['Action', 'Fantasy', 'Game']",['Orange'],1.0,False,1 hr 37 min,None,6.5,28.0,12193.0,7795.0,1645.0,3.0
Monster Strike The Animation,ONA,Game,['XFLAG'],"['Action', 'Fantasy', 'Game']","['Anima', 'ILCA']",,True,10 min,PG - Children,6.84,234.0,4267.0,8005.0,1484.0,0.0
Lipton #watashitolipton,ONA,Original,[],['Slice of Life'],[],3.0,False,30 sec per ep,G - All Ages,5.13,40.0,11927.0,13466.0,130.0,0.0
Monster Strike The Animation Episode 0,ONA,Game,[],"['Action', 'Fantasy', 'Game']",[],1.0,False,3 min,PG - Children,5.93,186.0,7913.0,10022.0,550.0,0.0
Himitsukessha Taka no Tsume GG,ONA,Original,[],"['Comedy', 'Parody', 'Super Power']",[],,True,1 min,G - All Ages,5.1,10.0,11259.0,13420.0,132.0,0.0
Free!: Dive to the Future Episode 0,Special,Original,[],"['School', 'Slice of Life', 'Sports']",['Kyoto Animation'],1.0,False,23 min,PG-13 - Teens 13 or older,7.45,648.0,1833.0,6989.0,2376.0,0.0
Green Dakara x Mirai no Mirai,ONA,Original,[],['Music'],[],2.0,False,15 sec per ep,G - All Ages,5.25,195.0,9512.0,9494.0,729.0,0.0
Moom: Hajimari no Monogatari,Special,Picture book,[],['Kids'],[],1.0,False,3 min,G - All Ages,5.15,13.0,12192.0,14972.0,51.0,0.0
Muchi Muchi Kyousei Seichouchuu!!!,ONA,Original,[],['Hentai'],['SELFISH'],2.0,False,15 min per ep,Rx - Hentai,6.9,529.0,,7787.0,1648.0,13.0
Kansen Sodom,OVA,Web manga,[],['Hentai'],[],,True,30 min,Rx - Hentai,6.07,313.0,,8489.0,1197.0,2.0
Tinderbox,OVA,Manga,[],['Hentai'],[],,True,30 min,Rx - Hentai,6.3,324.0,,8548.0,1163.0,4.0
Soikano: Gyutto Dakishimete - The Animation,OVA,Visual novel,[],['Hentai'],[],,True,30 min,Rx - Hentai,7.07,335.0,,8417.0,1249.0,2.0
Tiny Evil,OVA,Manga,['Majin'],"['Hentai', 'Supernatural']",[],,True,30 min,Rx - Hentai,7.06,733.0,,7113.0,2253.0,21.0
Nuresuke JK Ameyadori Rape,ONA,Original,[],['Hentai'],['SELFISH'],,True,15 min,Rx - Hentai,6.77,337.0,,8850.0,1001.0,3.0
Hasan de Ageru,OVA,Manga,[],['Hentai'],[],,True,30 min,Rx - Hentai,6.1,286.0,,8723.0,1067.0,0.0
Ane Chijo♥Max Heart,OVA,Light novel,['PoRO'],"['Harem', 'Hentai']",[],,True,30 min,Rx - Hentai,6.59,309.0,,8400.0,1260.0,3.0
Elf no Oshiego to Sensei,OVA,Novel,['Mary Jane'],"['Hentai', 'Fantasy', 'School']",[],2.0,False,17 min per ep,Rx - Hentai,6.32,505.0,,7983.0,1501.0,3.0
Kyonyuu JK ga Ojisan Chinpo to Jupo Jupo Iyarashii Sex Shitemasu.,OVA,Original,[],['Hentai'],['T-Rex'],2.0,False,15 min per ep,Rx - Hentai,6.66,532.0,,7931.0,1538.0,11.0
Graduation,Music,Original,[],['Music'],[],1.0,False,5 min,G - All Ages,2.82,33.0,11089.0,14999.0,50.0,0.0
Haru Yasumi no Yoru,Music,Original,[],['Music'],[],1.0,False,5 min,G - All Ages,4.0,37.0,11168.0,14834.0,59.0,0.0
Bouken no Susume,Music,Original,[],['Music'],[],1.0,False,3 min,G - All Ages,3.53,36.0,10574.0,14878.0,56.0,0.0
"""Calpis"" Hakkou Monogatari",ONA,Original,[],['Historical'],[],1.0,False,1 min,G - All Ages,5.29,71.0,9355.0,13295.0,138.0,0.0
Kyoukaisenjou no Horizon Special,Special,Light novel,[],"['Action', 'Sci-Fi', 'Fantasy']",[],1.0,False,12 min,PG-13 - Teens 13 or older,6.35,384.0,6434.0,6491.0,2958.0,2.0
Crescendo Story,Music,Original,[],['Music'],[],1.0,False,2 min,G - All Ages,5.31,133.0,9318.0,11983.0,216.0,0.0
Oshiete♡Namie-sensei!,ONA,Original,[],['School'],[],2.0,False,4 min per ep,G - All Ages,3.57,14.0,12531.0,14892.0,56.0,0.0
Roku no Sekai,OVA,Original,[],"['Adventure', 'Magic']",['Studio UGOKI'],1.0,False,21 min,G - All Ages,4.89,38.0,12790.0,14479.0,80.0,0.0
Shoujo☆Kageki Revue Starlight Specials,Special,Original,['Bushiroad'],['Comedy'],['Kinema Citrus'],3.0,True,8 min per ep,None,6.96,406.0,3898.0,6367.0,3122.0,4.0
Rikaisha,Music,Music,[],['Music'],['Shirogumi'],1.0,False,4 min,G - All Ages,5.86,129.0,8122.0,11352.0,288.0,0.0
WiSH VOYAGE,Music,Game,[],['Music'],[],1.0,False,3 min,G - All Ages,6.36,110.0,6407.0,12082.0,211.0,1.0
Pop in Q Dance MV,Music,Original,[],['Music'],[],1.0,False,1 min,G - All Ages,5.62,63.0,8710.0,11435.0,273.0,0.0
Evangelion: Another Impact (VR),Movie,Original,[],"['Action', 'Mecha', 'Sci-Fi']",[],1.0,False,4 min,PG-13 - Teens 13 or older,6.54,798.0,5624.0,4557.0,7172.0,15.0
Osomatsu-san VR,Movie,Manga,[],"['Comedy', 'Parody', 'Supernatural']",[],1.0,False,6 min,PG-13 - Teens 13 or older,5.8,44.0,12537.0,9240.0,819.0,3.0
Natsu wo Yarinaosu,Movie,Original,[],['School'],[],1.0,False,5 min,PG-13 - Teens 13 or older,6.82,17.0,12292.0,9570.0,688.0,1.0
Oi-san to 40 no Monogatari,ONA,Original,[],['Slice of Life'],[],41.0,False,6 sec per ep,G - All Ages,4.83,30.0,12446.0,14211.0,94.0,0.0
Namakura Gatana: Kunoichi-hen,ONA,Original,[],"['Ecchi', 'Samurai']",[],1.0,False,45 sec,R+ - Mild Nudity,4.89,109.0,9872.0,11160.0,318.0,0.0
Saigo no Mori: Hajimari no Hito,Movie,Original,['Decovocal'],['Slice of Life'],[],1.0,False,Unknown,G - All Ages,5.62,13.0,12823.0,13286.0,139.0,1.0
One Room 2nd Season: Hanasaka Yui no Prologue,Special,Original,[],['Slice of Life'],['Zero-G'],1.0,False,4 min,PG-13 - Teens 13 or older,5.78,1873.0,8328.0,6131.0,3425.0,1.0
Endro~!,TV,Original,['Egg Firm'],"['Slice of Life', 'Magic', 'Fantasy']",['Studio Gokumi'],12.0,True,23 min per ep,None,6.85,2836.0,4208.0,2821.0,21056.0,36.0
Oshiego ni Kyouhaku Sareru no wa Hanzai Desu ka?,ONA,Light novel,[],['School'],[],1.0,False,1 min,PG-13 - Teens 13 or older,5.74,54.0,8415.0,11970.0,217.0,0.0
Taisei Kensetsu: Singapore,Special,Original,[],['Drama'],[],1.0,False,31 sec,G - All Ages,5.95,246.0,7870.0,9946.0,569.0,0.0
Fin-tan to Sauna ni Nyuurou,ONA,Original,[],['Slice of Life'],[],1.0,False,5 min,G - All Ages,5.26,50.0,9406.0,13502.0,128.0,2.0
Harukana Receive: Yokoku,ONA,Manga,[],['Sports'],['C2C'],11.0,False,20 sec per ep,PG - Children,6.08,258.0,7483.0,7700.0,1717.0,0.0
Poputepipikku Kinen,ONA,4-koma manga,[],"['Parody', 'Sports']",[],1.0,False,2 min,PG-13 - Teens 13 or older,6.38,586.0,6302.0,6529.0,2922.0,1.0
Yi Kong Zhi Dian,TV,Original,[],"['Adventure', 'Kids', 'Sports']",[],40.0,False,23 min per ep,G - All Ages,4.5,10.0,13696.0,14932.0,55.0,1.0
Kkoma Bus Tayo,TV,Original,[],"['Cars', 'Kids']",[],26.0,False,11 min per ep,G - All Ages,4.73,22.0,11754.0,14887.0,56.0,0.0
Kkoma Bus Tayo 2,TV,Original,[],"['Cars', 'Kids']",[],26.0,False,11 min per ep,G - All Ages,4.58,19.0,11755.0,15004.0,50.0,0.0
Kkoma Bus Tayo 3,TV,Original,[],"['Cars', 'Kids']",[],26.0,False,11 min per ep,G - All Ages,4.11,18.0,11756.0,15094.0,44.0,0.0
Kkoma Bus Tayo-ui Ace Guchuljakjeon,Movie,Original,[],"['Action', 'Cars', 'Kids']",[],1.0,False,47 min,G - All Ages,5.13,16.0,11759.0,15168.0,39.0,0.0
Kkoma Bus Tayo 4,TV,Original,[],"['Cars', 'Kids']",[],26.0,False,11 min per ep,G - All Ages,4.47,17.0,11757.0,15108.0,43.0,0.0
Titipo Titipo,TV,Original,[],"['Cars', 'Kids']",[],26.0,False,11 min per ep,G - All Ages,4.87,15.0,13367.0,14969.0,52.0,0.0
Zoo: Hidamari no Shi,Movie,Novel,['Toei Video'],['Sci-Fi'],['Kamikaze Douga'],1.0,False,13 min,PG-13 - Teens 13 or older,6.65,37.0,13824.0,14023.0,104.0,0.0
Ken En Ken: Aoki Kagayaki,TV,Game,"['TV Tokyo', 'Ai Addiction']","['Action', 'Adventure', 'Demons', 'Magic', 'Martial Arts', 'Fantasy']",['Studio Deen'],13.0,False,24 min per ep,PG-13 - Teens 13 or older,6.19,2086.0,7087.0,4133.0,9158.0,17.0
Osomatsu-san: Hajimaru Hajimari,Special,Manga,[],"['Comedy', 'Parody', 'Fantasy']",[],,False,Unknown,PG-13 - Teens 13 or older,6.25,24.0,12539.0,9683.0,647.0,1.0
"Okoshiyasu, Chitose-chan",TV,Manga,['VAP'],"['Slice of Life', 'Comedy', 'Josei']",['Gathering'],24.0,True,3 min per ep,PG-13 - Teens 13 or older,6.13,471.0,7318.0,6371.0,3119.0,7.0
Onnanoko dake ga Wakaru Uta: Only Girls Get It,Music,Original,[],"['Music', 'Slice of Life']",[],1.0,False,2 min,G - All Ages,3.66,29.0,12505.0,15055.0,48.0,0.0
Chiro-wa Chingu-deul,TV,Original,[],"['Adventure', 'Kids']",[],52.0,False,5 min per ep,G - All Ages,5.0,8.0,10690.0,15269.0,31.0,0.0
Zet Ranger,TV,Original,[],"['Action', 'Kids', 'Sci-Fi', 'Super Power']",[],26.0,False,26 min per ep,G - All Ages,4.67,6.0,13779.0,15232.0,36.0,1.0
Kkaemo-ui Moheom,TV,Original,[],['Kids'],[],84.0,False,4 min per ep,G - All Ages,6.67,6.0,11753.0,15280.0,30.0,0.0
Hatsujou Switch: Otosareta Shoujo-tachi - The Animation,OVA,Manga,['Pink Pineapple'],['Hentai'],['Seven'],,True,30 min,Rx - Hentai,6.54,242.0,,8780.0,1035.0,1.0
Ensemble Girls!!,ONA,Unknown,[],['Music'],[],1.0,False,1 min,G - All Ages,5.71,69.0,8483.0,11833.0,230.0,0.0
Hatachi no Ryouma with Kurofune-kun!,ONA,Original,[],"['Historical', 'Kids', 'Sci-Fi']",[],3.0,False,2 min per ep,G - All Ages,4.14,14.0,11175.0,15046.0,48.0,0.0
Pakkororin,TV,Original,[],['Kids'],[],,True,1 min,G - All Ages,7.0,5.0,12579.0,15034.0,49.0,0.0
Holiday Love: Fuufukan Renai,ONA,Manga,[],"['Drama', 'Romance']",[],20.0,False,Unknown,None,6.38,13.0,11293.0,9916.0,577.0,3.0
Gotoubun no Hanayome,TV,Manga,[],"['Harem', 'Comedy', 'Romance', 'School', 'Shounen']",['Tezuka Productions'],12.0,True,24 min per ep,PG-13 - Teens 13 or older,7.51,11752.0,1636.0,1233.0,76317.0,543.0
Mahou Shoujo Site Recaps,Special,Manga,[],"['Horror', 'Psychological', 'Supernatural', 'Drama']","['Avex Pictures', 'production doA']",2.0,False,16 min per ep,R - 17+ (violence & profanity),6.14,353.0,7278.0,7236.0,2128.0,2.0
Hotohashiru,Music,Manga,['THINKR'],"['Music', 'Supernatural']",[],1.0,False,4 min,G - All Ages,6.1,180.0,7413.0,10078.0,534.0,0.0
Maken no Hime wa Ero Ero Desu,OVA,Light novel,['PoRO'],"['Hentai', 'Fantasy']",[],,True,Unknown,Rx - Hentai,6.26,207.0,,8855.0,997.0,3.0
Tales of HR,ONA,Game,['Bandai Namco Entertainment'],"['Comedy', 'Parody', 'School']",['Signal.MD'],,True,4 min,G - All Ages,6.18,11.0,13256.0,11546.0,262.0,0.0
Tales of Puppet,ONA,Game,['Bandai Namco Entertainment'],"['Comedy', 'Fantasy', 'Parody']",['DLE'],,True,6 min,PG-13 - Teens 13 or older,6.65,23.0,13257.0,11073.0,330.0,0.0
Shinkansen Henkei Robo Shinkalion The Animation Recap,ONA,Other,['TBS'],"['Action', 'Sci-Fi', 'Kids', 'Mecha']",['OLM'],1.0,False,17 min,PG - Children,4.86,29.0,12988.0,13609.0,124.0,0.0
Zhu Zhu Xia: Da Nao Huang Gong,TV,Original,[],"['Sci-Fi', 'Super Power', 'Kids']",[],4.0,False,7 min per ep,G - All Ages,3.43,14.0,13799.0,15154.0,40.0,0.0
Zhu Zhu Xia: Mo Huan Zhu Luo Ji,TV,Original,[],"['Sci-Fi', 'Super Power', 'Kids', 'Martial Arts']",[],20.0,False,24 min per ep,G - All Ages,3.69,13.0,13808.0,15175.0,40.0,0.0
Zhu Zhu Xia: Wu Xia 2008,TV,Original,[],"['Sci-Fi', 'Historical', 'Sports', 'Super Power', 'Kids']",[],20.0,False,24 min per ep,G - All Ages,3.54,13.0,13810.0,15176.0,40.0,0.0
Zhu Zhu Xia: Yong Chuang Weilai Cheng,TV,Original,[],"['Sci-Fi', 'Sports', 'Super Power', 'Kids', 'School']",[],40.0,False,15 min per ep,G - All Ages,3.43,14.0,13814.0,15101.0,45.0,0.0
