name,type,source,producers,genre,studio,episodes,airing,duration,rating,score,scored_by,rank,popularity,members,favorites
High School Jingi,OVA,Unknown,['Daiei'],"['Action', 'Comedy', 'Seinen']",[],1.0,False,1 hr 26 min,PG-13 - Teens 13 or older,5.4,10.0,11215.0,12918.0,156.0,0.0
Gorillaman,OVA,Unknown,['Kodansha'],"['Comedy', 'School', 'Seinen']",['J.C.Staff'],2.0,False,50 min per ep,R - 17+ (violence & profanity),6.8,15.0,11053.0,11890.0,224.0,0.0
Tooryanse,Music,Unknown,['Victor Entertainment'],"['Supernatural', 'Music']",[],1.0,False,5 min,G - All Ages,5.91,314.0,7966.0,10086.0,527.0,1.0
Patta Potta Monta,TV,Unknown,['Tokyo Kids'],"['Comedy', 'Kids', 'Slice of Life']",[],26.0,False,25 min per ep,G - All Ages,5.28,18.0,12530.0,13607.0,123.0,1.0
Kaette Kita Top wo Nerae! Kagaku Kouza,Special,Original,[],"['Comedy', 'Mecha', 'Sci-Fi']",['Gainax'],2.0,False,5 min per ep,G - All Ages,5.55,457.0,8828.0,8180.0,1379.0,1.0
Hashi no Mukou,ONA,Unknown,[],"['Historical', 'Horror', 'Supernatural']",['Iyasakadou Film'],1.0,False,10 min,R - 17+ (violence & profanity),6.01,530.0,7691.0,8471.0,1201.0,1.0
Taimadou Gakuen 35 Shiken Shoutai,TV,Light novel,['MAGES.'],"['Action', 'Ecchi', 'Fantasy', 'Harem', 'Military', 'Romance', 'Supernatural']",['Silver Link.'],12.0,False,23 min per ep,R - 17+ (violence & profanity),7.04,82148.0,3530.0,549.0,168986.0,347.0
Nobunaga Concerto,TV,Manga,['Pony Canyon'],"['Comedy', 'Historical', 'Romance', 'Shounen']",['Fuji TV'],10.0,False,22 min per ep,PG-13 - Teens 13 or older,7.71,14967.0,1095.0,2045.0,37137.0,229.0
Tokyo Babylon: Vision,Music,Unknown,['animate Film'],"['Music', 'Supernatural']",['Madhouse'],1.0,False,5 min,PG-13 - Teens 13 or older,5.44,389.0,9073.0,9100.0,874.0,0.0
Ao Haru Ride OVA,OVA,Manga,['TOHO animation'],"['Slice of Life', 'Romance', 'School', 'Shoujo']",['Production I.G'],2.0,False,21 min per ep,PG-13 - Teens 13 or older,7.71,39501.0,1085.0,1296.0,71203.0,148.0
Kougyou Aika Volley Boys,OVA,Unknown,['OB Planning'],"['Sports', 'Comedy', 'School', 'Seinen']",['J.C.Staff'],2.0,False,25 min per ep,PG-13 - Teens 13 or older,5.19,26.0,11764.0,12656.0,170.0,0.0
Detective Conan: The Fugitive Kogorou Mouri,ONA,Manga,[],"['Mystery', 'Comedy']",['TMS Entertainment'],1.0,False,22 min,PG-13 - Teens 13 or older,7.04,1715.0,3508.0,5766.0,3985.0,1.0
Mushibugyou OVA,OVA,Manga,[],"['Action', 'Historical', 'Super Power', 'Ecchi', 'Martial Arts', 'Samurai', 'Fantasy', 'Shounen']",['Seven Arcs Pictures'],3.0,False,23 min per ep,PG-13 - Teens 13 or older,7.15,2088.0,3088.0,5163.0,5246.0,3.0
Nozo x Kimi,OVA,Manga,[],"['Comedy', 'Ecchi', 'Romance', 'School', 'Shounen']",['Zexcs'],3.0,False,23 min per ep,R+ - Mild Nudity,6.55,9416.0,5589.0,2867.0,20399.0,29.0
Strobe Light,Music,Unknown,['Studio Moriken'],['Music'],[],1.0,False,5 min,G - All Ages,6.01,380.0,7708.0,9819.0,598.0,6.0
3-Nen C-Gumi 14-Ban Kubozono Chiyoko no Nyuukaku,Music,Original,['Studio Moriken'],"['Music', 'School']",[],1.0,False,3 min,PG - Children,5.46,418.0,9007.0,9568.0,684.0,3.0
E no Umakatta Tomodachi,Music,Unknown,['Studio Moriken'],['Music'],[],1.0,False,4 min,G - All Ages,5.5,383.0,8926.0,9742.0,623.0,0.0
Oosouji,Music,Unknown,"['U/M/A/A Inc.', 'Studio Moriken']",['Music'],[],1.0,False,4 min,G - All Ages,5.48,353.0,8973.0,9816.0,599.0,0.0
Rakugaki Picasso,Music,Unknown,['Studio Moriken'],['Music'],[],1.0,False,4 min,G - All Ages,5.51,337.0,8916.0,9981.0,556.0,0.0
Orenchi no Furo Jijou,TV,4-koma manga,[],"['Comedy', 'Fantasy', 'Josei']",['Asahi Production'],13.0,False,4 min per ep,PG-13 - Teens 13 or older,7.11,33006.0,3256.0,1420.0,64223.0,251.0
Nisekoi OVA,OVA,Manga,[],"['Comedy', 'Harem', 'Romance', 'School', 'Shounen']",['Shaft'],3.0,False,26 min per ep,PG-13 - Teens 13 or older,7.5,52664.0,1674.0,1002.0,95208.0,124.0
Hitsugi no Chaika: Avenging Battle,TV,Light novel,"['Kadokawa Shoten', 'flying DOG', 'Fujimi Shobo']","['Action', 'Adventure', 'Comedy', 'Romance', 'Fantasy']",['Bones'],10.0,False,23 min per ep,R - 17+ (violence & profanity),7.29,74276.0,2506.0,718.0,133679.0,153.0
Surprise 4 U.,ONA,Unknown,[],['Sports'],['Production I.G'],2.0,False,2 min per ep,G - All Ages,5.55,73.0,8838.0,11797.0,233.0,0.0
Heisei no Cinderella: Kiko-sama Monogatari,Special,Unknown,['Studio Comet'],"['Historical', 'Romance']",[],1.0,False,15 min,G - All Ages,4.77,35.0,11163.0,12871.0,158.0,0.0
Mechano: Scientific Attack Force,OVA,Unknown,[],"['Comedy', 'Dementia', 'Fantasy', 'Horror', 'Music', 'Parody']",[],3.0,False,10 min per ep,None,3.19,47.0,12007.0,12057.0,210.0,0.0
Hitsugi no Chaika OVA,OVA,Light novel,[],"['Action', 'Adventure', 'Comedy', 'Fantasy']",['Bones'],1.0,False,23 min,R - 17+ (violence & profanity),7.06,14270.0,3434.0,2340.0,29407.0,11.0
Chiisana Kyojin Microman: Daigekisen! Microman vs. Saikyou Senshi Gorgon,Movie,Other,['Toei Video'],"['Action', 'Adventure', 'Mecha', 'Sci-Fi', 'Shounen', 'Super Power']",['Studio Pierrot'],1.0,False,31 min,G - All Ages,5.18,34.0,10648.0,12282.0,192.0,0.0
Paizuri Cheerleader vs. Sakunyuu Ouendan!,OVA,Visual novel,['T-Rex'],['Hentai'],[],1.0,False,28 min,Rx - Hentai,6.79,1227.0,,6107.0,3447.0,16.0
Iinari! Saimin Kanojo,OVA,Visual novel,['Mary Jane'],['Hentai'],[],2.0,False,15 min per ep,Rx - Hentai,6.44,1813.0,,5377.0,4738.0,12.0
Medamayaki no Kimi Itsu Tsubusu?,Special,Manga,['NHK'],"['Comedy', 'Seinen']",['Fanworks'],4.0,False,18 min per ep,G - All Ages,5.89,173.0,8019.0,9128.0,859.0,0.0
Yowamushi Pedal: Grande Road,TV,Manga,['TOHO animation'],"['Comedy', 'Drama', 'Shounen', 'Sports']",['TMS Entertainment'],24.0,False,23 min per ep,PG-13 - Teens 13 or older,8.22,44332.0,310.0,1183.0,78929.0,429.0
PoPo Loouise,Music,Music,"['Geneon Universal Entertainment', 'NHK']","['Music', 'Kids']",[],1.0,False,4 min,G - All Ages,5.55,71.0,8836.0,12757.0,164.0,0.0
Love Colon,OVA,Manga,['Queen Bee'],['Hentai'],[],2.0,False,19 min per ep,Rx - Hentai,6.6,988.0,,6407.0,3067.0,11.0
Hoka Hoka Oden no Uta,Music,Unknown,[],['Music'],[],1.0,False,1 min,G - All Ages,5.54,360.0,8848.0,9800.0,606.0,0.0
Oyome-sama Honey Days♥,OVA,Manga,['King Bee'],['Hentai'],[],2.0,False,23 min per ep,Rx - Hentai,6.04,658.0,,7198.0,2157.0,4.0
Inazuma Eleven: Chou Jigen Dream Match,Movie,Unknown,"['TV Tokyo', 'Dentsu Tec']","['Sports', 'Super Power', 'Shounen']",['OLM'],1.0,False,49 min,G - All Ages,7.03,2322.0,3554.0,5421.0,4651.0,9.0
Gaia Getter A-kun,ONA,Unknown,[],"['Comedy', 'Kids', 'Sci-Fi', 'Space']",[],2.0,False,6 min per ep,G - All Ages,3.7,37.0,10939.0,13256.0,139.0,0.0
Mokkai Shiyo?,OVA,Manga,"['MS Pictures', 'AniMan']",['Hentai'],[],1.0,False,17 min,Rx - Hentai,6.35,1395.0,,6152.0,3378.0,8.0
Kitsune to Circus,Movie,Original,[],"['Comedy', 'Kids']",[],1.0,False,9 min,G - All Ages,5.03,96.0,9721.0,11954.0,217.0,0.0
Tonari no Seki-kun Specials,Special,Manga,['Media Factory'],"['Comedy', 'School', 'Seinen']",['Shin-Ei Animation'],2.0,False,13 min per ep,G - All Ages,7.53,12538.0,1590.0,2797.0,21416.0,7.0
Mobile Suit Gundam Unicorn: Episode EX - 100 Years of Solitude,Special,Unknown,[],"['Drama', 'Mecha', 'Military']",['Sunrise'],1.0,False,25 min,PG-13 - Teens 13 or older,6.8,1089.0,4436.0,6432.0,3036.0,2.0
Bakabon Osomatsu no Karee wo Tazunete Sansenri,Special,Original,[],['Comedy'],['Studio Pierrot'],1.0,False,44 min,PG-13 - Teens 13 or older,6.28,54.0,6704.0,11077.0,327.0,1.0
Spocon!,OVA,Visual novel,['Mary Jane'],['Hentai'],[],2.0,False,16 min per ep,Rx - Hentai,7.04,1920.0,,5363.0,4786.0,14.0
Nyanpuku Nyaruma,TV,Original,[],['Comedy'],['Kachidoki Studio'],,True,1 min,G - All Ages,3.84,25.0,12346.0,10838.0,367.0,0.0
World Trigger,TV,Manga,['TV Asahi'],"['Action', 'Sci-Fi', 'Supernatural', 'School', 'Shounen']",['Toei Animation'],73.0,False,23 min per ep,PG-13 - Teens 13 or older,7.66,49767.0,1222.0,558.0,166410.0,1142.0
Kuroko no Basket 3rd Season,TV,Manga,"['Bandai Visual', 'Lantis', 'Nihon Ad Systems', 'Banpresto', 'Shueisha', 'BS11']","['Comedy', 'Sports', 'School', 'Shounen']",['Production I.G'],25.0,False,24 min per ep,PG-13 - Teens 13 or older,8.51,196016.0,100.0,227.0,324736.0,3566.0
Maido! Urayasu Tekkin Kazoku,TV,Manga,[],"['Comedy', 'Shounen']",['Studio Deen'],25.0,False,3 min per ep,PG-13 - Teens 13 or older,6.19,115.0,7088.0,9878.0,583.0,2.0
Daze,Music,Unknown,[],['Music'],[],1.0,False,3 min,G - All Ages,7.31,2669.0,2416.0,5435.0,4616.0,10.0
World Fool News,ONA,Unknown,['CoMix Wave Films'],"['Comedy', 'Slice of Life']",[],6.0,False,5 min per ep,G - All Ages,5.54,215.0,8863.0,10033.0,543.0,0.0
Kekkai Sensen,TV,Manga,"['Nihon Ad Systems', 'Mainichi Broadcasting System', 'TOHO animation', 'Shueisha', ""Toy's Factory"", 'Sony PCL']","['Action', 'Comedy', 'Super Power', 'Supernatural', 'Vampire', 'Fantasy', 'Shounen']",['Bones'],12.0,False,26 min per ep,R - 17+ (violence & profanity),7.73,189517.0,1045.0,137.0,420240.0,4356.0
Shiden Pilot,Special,Unknown,[],"['Action', 'Cars']",[],1.0,False,23 min,PG-13 - Teens 13 or older,4.77,35.0,12862.0,12981.0,153.0,0.0
Peeping Life: Shinkon-chan Kansai ni Irasshai,ONA,Unknown,['CoMix Wave Films'],"['Comedy', 'Slice of Life']",[],1.0,False,5 min,G - All Ages,5.11,90.0,9626.0,11140.0,319.0,0.0
Wagahai wa Inu de Aru: Don Matsugorou no Seikatsu,Special,Unknown,[],"['Comedy', 'Slice of Life']",[],1.0,False,1 hr 13 min,G - All Ages,6.33,15.0,13456.0,13350.0,135.0,0.0
Kanojo ga Flag wo Oraretara: Christmas? Sonna Mono ga Boku ni Tsuuyou Suru to Omou no ka?,OVA,Light novel,['KlockWorx'],"['Harem', 'Comedy', 'Romance', 'School']",['Hoods Entertainment'],1.0,False,23 min,PG-13 - Teens 13 or older,6.81,7840.0,4385.0,3292.0,15553.0,5.0
Fetikano!,OVA,Manga,['Pashmina'],['Hentai'],[],1.0,False,24 min,Rx - Hentai,6.62,1120.0,,6373.0,3109.0,6.0
Madan no Ou to Vanadis,TV,Light novel,"['Media Factory', 'Movic']","['Adventure', 'Ecchi', 'Fantasy', 'Harem', 'Romance']",['Satelight'],13.0,False,24 min per ep,R - 17+ (violence & profanity),7.3,99210.0,2474.0,475.0,192557.0,717.0
Houkago no Ouji-sama,Special,Unknown,['M.S.C'],"['Comedy', 'School', 'Shounen', 'Sports']",[],5.0,False,7 min per ep,PG-13 - Teens 13 or older,7.07,428.0,3396.0,7535.0,1854.0,7.0
Tales of Zestiria: Doushi no Yoake,Special,Game,[],['Fantasy'],['ufotable'],1.0,False,44 min,PG-13 - Teens 13 or older,7.47,16265.0,1792.0,2202.0,32795.0,59.0
Heli-Tako Puu-chan,TV,Unknown,[],"['Comedy', 'Kids']",['Toei Animation'],42.0,False,25 min per ep,PG - Children,6.17,18.0,11165.0,13720.0,117.0,0.0
Buddy Complex: Kanketsu-hen - Ano Sora ni Kaeru Mirai de,Special,Original,['Banpresto'],"['Action', 'Mecha', 'Sci-Fi']",['Sunrise'],2.0,False,26 min per ep,PG-13 - Teens 13 or older,7.35,11716.0,2259.0,2982.0,18828.0,19.0
Hoozuki no Reitetsu OVA,OVA,Manga,['Starchild Records'],"['Comedy', 'Demons', 'Supernatural', 'Fantasy', 'Seinen']","['Studio Deen', 'Wit Studio']",4.0,False,26 min per ep,PG-13 - Teens 13 or older,7.94,4618.0,643.0,3790.0,11125.0,15.0
Mangaka-san to Assistant-san to The Animation Specials,Special,4-koma manga,['Lantis'],"['Comedy', 'Ecchi', 'Harem', 'Seinen', 'Slice of Life']",['Zexcs'],6.0,False,8 min per ep,PG-13 - Teens 13 or older,7.33,17177.0,2354.0,2170.0,33443.0,24.0
Koha Ginjiro,OVA,Unknown,"['Bandai Visual', 'animate Film', 'Visual 80']","['Action', 'Drama', 'School', 'Shounen']",[],3.0,False,45 min per ep,PG-13 - Teens 13 or older,5.47,19.0,11721.0,12874.0,158.0,0.0
Inui-san!,OVA,4-koma manga,['Pie in the sky'],"['Comedy', 'Shoujo']",[],,True,3 min,G - All Ages,5.0,11.0,11363.0,12177.0,200.0,1.0
Yomigaeru Sora Pilot,Special,Original,['Bandai Visual'],"['Action', 'Military', 'Seinen']",['J.C.Staff'],1.0,False,3 min,PG - Children,6.23,190.0,6949.0,9962.0,560.0,0.0
Ane Log: Moyako Neesan no Tomaranai Monologue,OVA,Manga,['Shogakukan Productions'],"['Comedy', 'Ecchi', 'School', 'Shounen']","[""Brain's Base""]",3.0,False,23 min per ep,PG-13 - Teens 13 or older,6.25,6832.0,6838.0,3069.0,17823.0,19.0
Persona 3 the Movie 3: Falling Down,Movie,Game,"['Aniplex', 'Atlus']","['Action', 'Supernatural', 'Fantasy']",['A-1 Pictures'],1.0,False,1 hr 27 min,R - 17+ (violence & profanity),7.68,15483.0,1163.0,2057.0,36783.0,120.0
Naniwabushi Daisuki,Special,Unknown,[],"['Historical', 'Drama', 'Sports']",[],1.0,False,54 min,PG-13 - Teens 13 or older,6.45,11.0,12204.0,13977.0,104.0,0.0
Neko to Nezumi,Movie,Original,[],['Comedy'],[],1.0,False,Unknown,G - All Ages,6.33,21.0,12242.0,12719.0,166.0,0.0
Yume no Jidousha,Movie,Original,['Nikkatsu Mukojima'],['Cars'],[],1.0,False,Unknown,G - All Ages,5.31,26.0,13648.0,12385.0,187.0,0.0
Imokawa Mukuzo: Chuugaeri no Maki,Movie,Original,[],['Comedy'],[],1.0,False,5 min,G - All Ages,6.03,29.0,11352.0,12426.0,184.0,0.0
Youkai Watch Movie 1: Tanjou no Himitsu da Nyan!,Movie,Unknown,"['GYAO!', 'BIGFACE']","['Comedy', 'Kids', 'Supernatural']",['OLM'],1.0,False,1 hr 36 min,G - All Ages,7.2,977.0,2881.0,7232.0,2129.0,4.0
Xiongmao Monogatari TaoTao,Movie,Unknown,[],"['Fantasy', 'Comedy', 'Kids']",[],1.0,False,1 hr 30 min,PG - Children,6.1,48.0,13557.0,12151.0,203.0,0.0
Tenkuu Senki Shurato Recaps,Special,Unknown,[],"['Action', 'Magic', 'Fantasy', 'Shounen']",['Tatsunoko Production'],2.0,False,23 min per ep,PG-13 - Teens 13 or older,6.32,70.0,6578.0,11215.0,304.0,0.0
Gundam Build Fighters Try,TV,Original,"['TV Tokyo', 'Sotsu']","['Action', 'Sci-Fi', 'Mecha']",['Sunrise'],25.0,False,25 min per ep,G - All Ages,7.41,14026.0,2003.0,2484.0,26465.0,98.0
Yamada-kun to 7-nin no Majo (OVA),OVA,Manga,['Kodansha'],"['Comedy', 'Romance', 'School', 'Shounen']",['LIDENFILMS'],2.0,False,30 min per ep,PG-13 - Teens 13 or older,7.56,28510.0,1506.0,1573.0,54831.0,49.0
Koufuku Graffiti,TV,4-koma manga,"['TBS', 'flying DOG']","['Slice of Life', 'Comedy', 'Seinen']",['Shaft'],12.0,False,24 min per ep,PG-13 - Teens 13 or older,6.82,20882.0,4332.0,1484.0,59657.0,129.0
LolitA☆Strawberry in Summer,Music,Unknown,[],['Music'],[],1.0,False,4 min,G - All Ages,5.19,145.0,9501.0,11241.0,299.0,1.0
G-On Riders Special,Special,Original,[],"['Sci-Fi', 'Comedy', 'Ecchi']",['Shaft'],1.0,False,24 min,R+ - Mild Nudity,5.64,169.0,8643.0,10005.0,551.0,0.0
Baku Ane: Otouto Shibocchau zo! The Animation,OVA,Visual novel,['Pink Pineapple'],['Hentai'],['Seven'],1.0,False,33 min,Rx - Hentai,7.5,7350.0,,3155.0,16794.0,272.0
Ai Shoujo Pollyanna Story Specials,Special,Unknown,[],"['Drama', 'Historical', 'Slice of Life']",['Nippon Animation'],2.0,False,45 min per ep,G - All Ages,6.12,56.0,7332.0,11312.0,289.0,1.0
Alps Monogatari: Watashi no Annette Specials,Special,Unknown,[],"['Slice of Life', 'Drama']",['Nippon Animation'],2.0,False,45 min per ep,G - All Ages,5.96,54.0,7826.0,11836.0,228.0,0.0
Date A Live Movie: Mayuri Judgment,Movie,Light novel,[],"['Harem', 'Romance', 'Sci-Fi']",['Production IMS'],1.0,False,1 hr 12 min,PG-13 - Teens 13 or older,7.51,45586.0,1631.0,1024.0,92835.0,367.0
Dororonpa!,TV,Unknown,['TV Asahi'],"['Slice of Life', 'Comedy', 'Supernatural']",['Shin-Ei Animation'],115.0,False,10 min per ep,PG - Children,6.24,29.0,10812.0,11978.0,215.0,0.0
Son Gokuu Silk Road wo Tobu!!,Special,Unknown,"['Tokyo Movie Shinsha', 'Fuji TV']","['Adventure', 'Fantasy']",[],1.0,False,1 hr 14 min,G - All Ages,5.36,22.0,12991.0,13203.0,143.0,0.0
Future Card Buddyfight Recap,Special,Card game,['Bushiroad'],['Game'],"['Xebec', 'OLM']",1.0,False,24 min,PG - Children,6.13,123.0,7295.0,10306.0,474.0,0.0
Gegege no Kitarou: Kitarou Tanjou-hen,Special,Manga,[],['Supernatural'],['Toei Animation'],1.0,False,3 min,G - All Ages,5.54,46.0,10980.0,11692.0,241.0,0.0
Flanders no Inu Specials,Special,Unknown,[],"['Slice of Life', 'Drama']",['Nippon Animation'],2.0,False,45 min per ep,G - All Ages,6.03,53.0,7633.0,11572.0,256.0,0.0
Kazoku Robinson Hyouryuuki: Fushigi na Shima no Flone Specials,Special,Novel,[],"['Slice of Life', 'Adventure', 'Historical', 'Drama']",['Nippon Animation'],2.0,False,45 min per ep,G - All Ages,6.42,31.0,11579.0,12579.0,174.0,0.0
Manzai Taikouki,Movie,Unknown,['Tokyo Movie Shinsha'],"['Comedy', 'Historical', 'Seinen']",[],1.0,False,1 hr 40 min,None,5.47,15.0,11971.0,13791.0,113.0,0.0
Mushishi Zoku Shou: Odoro no Michi,Special,Manga,"['Aniplex', 'Kodansha', 'Delfi Sound']","['Adventure', 'Fantasy', 'Historical', 'Mystery', 'Seinen', 'Slice of Life', 'Supernatural']",['Artland'],1.0,False,47 min,PG-13 - Teens 13 or older,8.51,28221.0,101.0,1564.0,55323.0,73.0
Gokukoku no Brynhildr: Kara Sawagi,Special,Manga,['VAP'],"['Sci-Fi', 'Harem', 'Comedy', 'Ecchi', 'Seinen']",['Arms'],1.0,False,20 min,R+ - Mild Nudity,6.64,16132.0,5158.0,2335.0,29479.0,20.0
Ai Tenchi Muyou!,TV,Original,"['VAP', 'AIC']","['Comedy', 'Sci-Fi', 'Shounen']",['AIC Plus+'],50.0,False,4 min per ep,PG-13 - Teens 13 or older,6.27,6354.0,6754.0,2774.0,21872.0,41.0
Mushishi Zoku Shou 2nd Season,TV,Manga,"['Aniplex', 'Kodansha', 'Delfi Sound']","['Adventure', 'Fantasy', 'Historical', 'Mystery', 'Seinen', 'Slice of Life', 'Supernatural']",['Artland'],10.0,False,23 min per ep,PG-13 - Teens 13 or older,8.81,54869.0,27.0,713.0,134353.0,791.0
High School DxD BorN,TV,Light novel,"['Genco', 'Lantis', 'AT-X', 'Fujimi Shobo']","['Action', 'Comedy', 'Demons', 'Ecchi', 'Harem', 'Romance', 'School']",['TNK'],12.0,False,24 min per ep,R+ - Mild Nudity,7.64,219284.0,1255.0,181.0,363011.0,3001.0
"Ore, Twintail ni Narimasu.",TV,Light novel,"['Pony Canyon', 'TBS', 'DAX Production', 'Daiichikosho', 'Shogakukan']","['Action', 'Comedy', 'Romance', 'Fantasy', 'School', 'Shounen']",['Production IMS'],12.0,False,24 min per ep,PG-13 - Teens 13 or older,6.67,39720.0,5028.0,970.0,100200.0,397.0
Miss Monochrome: The Animation - Soccer-hen,ONA,Original,[],"['Slice of Life', 'Comedy', 'Sports']","['SANZIGEN', 'LIDENFILMS']",1.0,False,4 min,G - All Ages,6.28,3649.0,6728.0,4751.0,6488.0,1.0
Shinrabanshou: Tenchi Shinmei no Shou,ONA,Unknown,[],"['Action', 'Fantasy', 'Shounen']",['Sunrise'],1.0,False,22 min,PG-13 - Teens 13 or older,5.47,74.0,9001.0,10190.0,501.0,0.0
Baka to Test to Shoukanjuu Ni!: Mahou Hideyoshi Hideyoshi,Special,Light novel,[],"['Comedy', 'Magic']",['Silver Link.'],1.0,False,3 min,PG-13 - Teens 13 or older,7.27,6098.0,2567.0,3297.0,15481.0,11.0
Yakin Byoutou Specials,OVA,Visual novel,['Discovery'],['Hentai'],[],2.0,False,29 min per ep,Rx - Hentai,5.67,307.0,,8637.0,1112.0,1.0
Yobai Suru Shichinin no Harame,OVA,Visual novel,['Mary Jane'],"['Harem', 'Hentai']",[],2.0,False,15 min per ep,Rx - Hentai,6.68,992.0,,6632.0,2784.0,8.0
Akuma no Riddle: Shousha wa Dare? Nukiuchi Test,Special,Manga,['Pony Canyon'],"['Action', 'Ecchi', 'Comedy', 'Shoujo Ai']",['Diomedea'],1.0,False,23 min,R - 17+ (violence & profanity),6.63,14179.0,5193.0,2433.0,27341.0,43.0
Robot Girls Z Specials,Special,Unknown,"['Nippon Columbia', 'LandQ studios']","['Comedy', 'Mecha', 'Parody']",['Toei Animation'],3.0,False,9 min per ep,PG-13 - Teens 13 or older,6.41,772.0,6177.0,7124.0,2235.0,0.0
Gakkougurashi!,TV,Manga,"['Nitroplus', 'NBCUniversal Entertainment Japan']","['Slice of Life', 'Psychological', 'School', 'Horror', 'Mystery']",['Lerche'],12.0,False,24 min per ep,R - 17+ (violence & profanity),7.68,115260.0,1148.0,346.0,239762.0,3014.0
Norasco,ONA,Original,[],"['Slice of Life', 'Comedy']",['Kachidoki Studio'],,True,2 min,G - All Ages,4.85,13.0,12321.0,12755.0,164.0,0.0
Koishite!! Namashi-chan,TV,Original,[],"['Slice of Life', 'Kids']",['Kachidoki Studio'],,False,1 min,G - All Ages,5.77,13.0,11723.0,12613.0,172.0,0.0
Imawa no Kuni no Alice (OVA),OVA,Manga,['Barnum Studio'],"['Action', 'Psychological', 'Supernatural', 'Thriller', 'Shounen']","['Silver Link.', 'Connect']",3.0,False,23 min per ep,R - 17+ (violence & profanity),7.61,11231.0,1340.0,2575.0,24798.0,67.0
3-D Heaven,Music,Original,['NHK'],"['Music', 'Kids']",[],1.0,False,2 min,G - All Ages,4.7,136.0,10018.0,11208.0,304.0,2.0
Awate Tokoya,Music,Music,['NHK'],['Music'],[],1.0,False,2 min,G - All Ages,4.83,71.0,9917.0,12688.0,167.0,0.0
Shoko Nakagawa Prism Tour Special,Special,Unknown,[],['Music'],['Sunrise'],1.0,False,2 min,G - All Ages,5.87,71.0,8086.0,11319.0,289.0,0.0
Boku wa Ou-sama,OVA,Picture book,[],['Kids'],['Nippon Animation'],4.0,False,10 min per ep,PG - Children,5.0,17.0,10537.0,13869.0,109.0,0.0
Bloody Bunny,TV,Other,[],['Comedy'],['Kachidoki Studio'],26.0,False,1 min per ep,PG-13 - Teens 13 or older,5.96,91.0,7828.0,10691.0,394.0,0.0
Boku wa Ou-sama (TV) Special,Special,Picture book,[],['Kids'],['Graphinica'],2.0,False,25 min per ep,PG - Children,5.74,19.0,10539.0,13897.0,107.0,0.0
Kubire 3 Sisters,TV,Unknown,[],['Comedy'],['Kachidoki Studio'],7.0,False,1 min per ep,G - All Ages,3.56,16.0,11774.0,14076.0,99.0,0.0
Tobidasu Ehon 3D,Movie,Unknown,[],['Kids'],['Kachidoki Studio'],1.0,False,31 min,PG - Children,5.89,9.0,13288.0,14223.0,92.0,0.0
Kawaii Cook-san,ONA,Unknown,[],['Slice of Life'],['Kachidoki Studio'],1.0,False,1 min,G - All Ages,4.83,94.0,9920.0,12037.0,211.0,0.0
Arigatou Kumanofu,ONA,Unknown,[],['Comedy'],['Kachidoki Studio'],11.0,False,30 sec per ep,G - All Ages,4.22,27.0,10432.0,13509.0,127.0,0.0
Prison Bear,ONA,Unknown,[],['Comedy'],['Kachidoki Studio'],1.0,False,2 min,G - All Ages,3.32,41.0,12632.0,12979.0,153.0,0.0
Fantasista Stella,OVA,Manga,['Shogakukan'],"['Sports', 'Shounen']",['Xebec'],3.0,False,23 min per ep,PG-13 - Teens 13 or older,6.13,293.0,7294.0,8937.0,954.0,2.0
Spo-chan Taiketsu: Youkai Daikessen,Movie,Unknown,['WAO World'],['Kids'],[],1.0,False,1 hr 10 min,None,5.89,19.0,13077.0,12418.0,185.0,0.0
Isshuukan Friends. Specials,Special,4-koma manga,"['Sentai Filmworks', 'TOHO animation']","['Slice of Life', 'School']","[""Brain's Base""]",12.0,False,1 min per ep,PG-13 - Teens 13 or older,6.81,5688.0,4384.0,3368.0,14838.0,9.0
Days,Music,Unknown,[],['Music'],[],1.0,False,5 min,G - All Ages,6.8,2334.0,4418.0,5442.0,4603.0,2.0
Ansatsu Kyoushitsu,TV,Manga,"['Dentsu', 'Studio Hibari', 'Fuji TV', 'DAX Production', 'BS Fuji', 'Avex Pictures', 'Shueisha']","['Action', 'Comedy', 'School', 'Shounen']",['Lerche'],22.0,False,23 min per ep,PG-13 - Teens 13 or older,8.21,369954.0,311.0,57.0,676778.0,12190.0
Mobile Suit Gundam-san,TV,4-koma manga,[],"['Comedy', 'Parody', 'Mecha']",['Sunrise'],13.0,False,2 min per ep,PG-13 - Teens 13 or older,6.23,2350.0,6930.0,5287.0,4947.0,1.0
X Maiden: Izakaya Tamaki,ONA,Unknown,['Lambert'],['Comedy'],[],7.0,False,7 min per ep,PG-13 - Teens 13 or older,4.42,31.0,13523.0,12306.0,191.0,1.0
Clarinet Kowashichatta,Music,Music,['NHK'],"['Music', 'Kids']",[],1.0,False,2 min,G - All Ages,4.83,94.0,9918.0,12525.0,177.0,0.0
Nyanfuru,TV,Original,[],"['Comedy', 'Music']",['MMDGP'],,True,1 min,G - All Ages,5.62,29.0,12342.0,11048.0,331.0,1.0
Ichigeki Sacchuu!! Hoihoi-san: Legacy,ONA,Manga,[],"['Comedy', 'Sci-Fi']",['Bridge'],1.0,False,1 min,G - All Ages,4.76,281.0,9976.0,9391.0,756.0,0.0
Injutsu no Yakata The Animation,OVA,Manga,"['MS Pictures', 'BOOTLEG']",['Hentai'],[],1.0,False,21 min,Rx - Hentai,6.53,1042.0,,6589.0,2846.0,11.0
